,Loss
486,79.74392700195312
487,75.25701141357422
488,77.86920928955078
489,108.0422592163086
490,85.27288055419922
491,75.59502410888672
492,72.18955993652344
493,82.49810028076172
494,91.62333679199219
495,84.29578399658203
496,58.94750213623047
497,82.00019836425781
498,74.99369812011719
499,96.75882720947266
500,94.05888366699219
501,83.20841979980469
502,71.55421447753906
503,98.88590240478516
504,82.5750503540039
505,68.61893463134766
506,86.54887390136719
507,66.67454528808594
508,71.91868591308594
509,73.41476440429688
510,77.0344009399414
511,70.15672302246094
512,61.277549743652344
513,59.151939392089844
514,72.48045349121094
515,78.70774841308594
516,74.98208618164062
517,82.67395782470703
518,101.11478424072266
519,71.138427734375
520,69.62342071533203
521,87.57039642333984
522,101.02151489257812
523,101.74412536621094
524,66.65042877197266
525,83.12983703613281
526,95.75061798095703
527,68.01443481445312
528,82.92740631103516
529,81.41825103759766
530,92.78065490722656
531,64.32212829589844
532,72.16946411132812
533,94.93428802490234
534,82.80967712402344
535,86.42826080322266
536,78.28609466552734
537,67.5533447265625
538,89.26973724365234
539,105.3880386352539
540,72.88504028320312
541,60.069374084472656
542,77.4759521484375
543,95.92586517333984
544,72.41655731201172
545,69.94950866699219
546,97.32998657226562
547,52.06938552856445
548,72.72807312011719
549,76.47132110595703
550,77.43096923828125
551,84.85034942626953
552,90.78369140625
553,85.60494232177734
554,74.25088500976562
555,60.91370391845703
556,85.90072631835938
557,83.31570434570312
558,68.82991027832031
559,62.51541519165039
560,92.43071746826172
561,82.85889434814453
562,89.54769134521484
563,67.98158264160156
564,54.30397033691406
565,66.23631286621094
566,96.2608413696289
567,73.4629898071289
568,98.88864135742188
569,89.54711151123047
570,59.89154052734375
571,71.38883972167969
572,83.88690185546875
573,77.87303924560547
574,92.79106903076172
575,60.02075958251953
576,83.45831298828125
577,59.897857666015625
578,78.20558166503906
579,73.00578308105469
580,59.26163864135742
581,77.0457534790039
582,95.28685760498047
583,86.90080261230469
584,78.14090728759766
585,70.19636535644531
586,61.51979446411133
587,69.80901336669922
588,102.40718078613281
589,67.13706970214844
590,75.80538940429688
591,95.36506652832031
592,70.8671646118164
593,95.98541259765625
594,67.15577697753906
595,76.86812591552734
596,88.34185028076172
597,71.6079330444336
598,91.90666198730469
599,82.01393127441406
600,81.76466369628906
601,75.26512908935547
602,85.72825622558594
603,79.11793518066406
604,71.51194763183594
605,72.59066009521484
606,86.53643035888672
607,84.70270538330078
608,67.55506896972656
609,85.22205352783203
610,74.1632080078125
611,71.25911712646484
612,81.16284942626953
613,63.81714630126953
614,77.83209991455078
615,74.19871520996094
616,61.24003982543945
617,59.454254150390625
618,96.30801391601562
619,69.98299407958984
620,64.32030487060547
621,70.98724365234375
622,78.6480941772461
623,74.72716522216797
624,72.89384460449219
625,92.16011047363281
626,78.80619812011719
627,74.42977142333984
628,85.13492584228516
629,64.84407043457031
630,76.96052551269531
631,82.56378936767578
632,91.78268432617188
633,86.84467315673828
634,93.1143569946289
635,55.64288330078125
636,92.21277618408203
637,84.21322631835938
638,71.66741943359375
639,74.09326171875
640,103.20459747314453
641,73.50880432128906
642,83.79047393798828
643,57.210514068603516
644,66.30953979492188
645,81.48223114013672
646,104.32150268554688
647,84.0957260131836
